name,district,party,age,www,education,segment,oik,imp,lib,vih
Junes Lokka,Oulu,Muutos 2011,36,http://www.jlokka.fi/,Alempi korkeakoulututkinto,Kansalliskonservatiivit,0.423239567,1.666312319,1.120102946,-0.601735334
Pasi Rousu,Oulu,Muutos 2011,39,,Keskiaste,Kansalliskonservatiivit,-0.145695228,1.594642116,0.23461196,-1.331562971
Rauno Saukko,Oulu,Muutos 2011,52,,Peruskoulu,Kansalliskonservatiivit,0.672585936,1.03172568,0.107956436,0.065758465
Jari Vanninen,Oulu,Muutos 2011,36,http://www.jarivanninen.net,yo/toinen aste,Demarit,-0.704948741,1.806480053,1.272739284,0.397405793
Jari Väli-Klemelä,Oulu,Muutos 2011,47,http://ehdokas.blogspot.fi/,Ammattitutkinto,Kansalliskonservatiivit,-0.177172877,2.352558756,-0.268614999,-0.829315005
Olli-Pekka Wallin,Oulu,Piraattipuolue,49,http://www,Ammattikoulu,Demarit,-0.615187036,1.289349124,0.665598349,-0.457274162
Pentti Kettunen,Oulu,Perussuomalaiset,73,,merkantti,Kansalliskonservatiivit,0.02737142,1.967466897,-0.776781936,-0.694814355
Ari Korhonen,Oulu,Perussuomalaiset,49,http://www.arikorho.fi,Oikeustieteen kandidaatti & varatuomari & diplomi-insinööri & eMBA,Oikeisto,1.157995942,0.582305389,-0.450000369,-0.189424286
Marko Kulpakko,Vaasa,Perussuomalaiset,43,http://www.markokulpakko.fi,Ammattitutkintoja,Kansalliskonservatiivit,0.121126175,2.032263665,-1.136770212,-1.469555493
Sirpa Ahola-Laurila,Oulu,Perussuomalaiset,56,http://www.sirpaaholalaurila.fi,Ammattitutkinto,Kansalliskonservatiivit,-0.202581902,1.571705628,-0.378213819,-1.307980973
Olli Immonen,Oulu,Perussuomalaiset,29,http://www.olliimmonen.net,Lukio ja ammattiopisto,Kansalliskonservatiivit,1.37976489,1.75232738,0.188660416,-1.1341715
Vaili Jämsä-Uusitalo,Oulu,Perussuomalaiset,56,http://www.vailikajamsa.simplesite.com,Yomerkonomi & opintoja USAssa.,Kansalliskonservatiivit,-0.624632352,1.476168987,-0.834859703,-1.336898137
Juha Liukkonen,Oulu,Perussuomalaiset,48,http://www.juhaliukkonen.com,Ammattikorkeakoulu & tuotantotalous,Kansalliskonservatiivit,0.120618666,1.50287235,-0.500967787,-2.130027104
Ahti Moilanen,Oulu,Perussuomalaiset,58,http://www.ahtimoilanen.ehdolla.fi,Liikenneopettaja,Kansalliskonservatiivit,-0.108841239,1.94636838,-1.383827628,-1.765769232
Matti Viitala,Oulu,Perussuomalaiset,66,,Kansakoulu,Kansalliskonservatiivit,-0.254433462,2.010198097,-0.563314466,-0.804588591
Janne Halunen,Oulu,Perussuomalaiset,32,http://www.janne.halunen.ehdolla.fi,,Kansalliskonservatiivit,0.223271052,1.92434061,-0.831125331,-0.409086454
Robert Brantberg,Oulu,RKP,64,http://www.brantberg.fi,ylioppilas,Viherliberaalit,0.231793223,-0.917838618,1.103761412,0.849536768
Tiina Fredriksson,Oulu,RKP,47,http://www.sfp.fi/tiinafredriksson,Korkeakoulu,Oikeisto,0.705220879,-1.144391269,0.125445703,0.424495548
Marko Hoikkaniemi,Oulu,RKP,43,http://markohoikkaniemi.webs.com/,Ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.780100492,-0.289162795,-0.438989694,-0.428274603
Annika Juoppila,Oulu,RKP,43,,Opistoaste,Kansalliskonservatiivit,-0.192888697,0.293177733,-0.721966749,-0.228727351
Rami Klemets,Oulu,RKP,18,,Opiskelija,Kansalliskonservatiivit,0.572661521,-0.60685848,0.274607018,-0.454934304
Maire I. Korhonen,Oulu,RKP,63,http://www.sfp.fi/fi/eduskuntavaalit2015/ehdokkaat/mairei.-korhonen,Ylempi korkeakoulututkinto Högre högskoleutbildning,Viherliberaalit,-0.415391288,-0.977845283,-0.707934698,0.822117389
Tanja Nyman,Oulu,RKP,50,https://www.facebook.com/pages/Tanja-Nyman-RKP-SFP/1563024037271374?ref=hl,Filosofian maisteri,Demarit,-0.497784355,-0.336510679,-0.292704971,-0.588012492
Esko Rautakoski,Oulu,RKP,50,http://www.esko-rautakoski.com,Ylempi korkeakoulu / FM,Kansalliskonservatiivit,0.018993089,-0.034458714,-1.038987818,0.684935951
Pirjo Alijärvi,Häme,SDP,44,http://www.alijärvi.fi,Ylempi ammattikorkeakoulututkinto,Vihervasemmisto,-1.23227305,-0.792167029,-0.098418586,0.954618342
Sari Halonen,Oulu,SDP,48,http://www.sarihalonen.fi,DI,Kansalliskonservatiivit,-0.161566081,0.350444808,-0.366449271,-0.38114058
Inka Hokkanen,Oulu,SDP,28,http://www,Ylioppilas & sairaanhoitajaopiskelija,Demarit,-1.092000495,-0.765339108,1.07611934,0.267698972
Päivi Iivonen,Oulu,SDP,27,http://www.iivonenpaivi.fi,Liiketalouden tradenomi,Viherliberaalit,-0.44616506,-0.038770145,0.945139353,0.771319702
Ella Kiljunen,Oulu,SDP,57,http://ellakiljunen.fi,toinen aste,Demarit,-0.549254731,-0.538800595,-0.138643318,0.268308091
Henri Kylén,Oulu,SDP,27,http://www.henrikylen.fi,Datanomi,Demarit,-0.555188719,-0.085857022,0.662758322,0.477501262
Marika Mattila,Oulu,SDP,,http://www.marikamattila.fi,ammattikorkeakoulu & terveydenhoitaja,Kansalliskonservatiivit,-0.293877121,-0.462284025,-0.409162252,-0.877428885
Jari Männikko,Oulu,SDP,45,http://www.jarimannikko.fi,2.aste,Demarit,-0.984027359,0.686059669,1.016877682,-0.706176579
Raimo Piirainen,Oulu,SDP,62,http://www.raimopiirainen.fi,Ammattikoulu ja erikoisammattikoulu,Demarit,-0.768464007,-0.043039214,-1.388448373,-0.62201212
Mikko Salmi,Oulu,SDP,39,http://www.mikkosalmi.com,ylempi korkeakoulututkinto & teologian maisteri,Demarit,-0.808642569,-0.664348144,0.701626042,0.096683261
Tytti Tuppurainen,Oulu,SDP,39,http://www.tytti.info,Ylempi korkeakoulu,Demarit,-0.812743102,-1.072384905,-0.049473267,0.437198798
Pirkko Valtanen,Oulu,SDP,58,http://www.pirkkovaltanen.fi,Yo- merkonomi & pääluottamusmies,Demarit,-0.890418244,-0.952371157,-0.283270887,-0.883371495
Matti Aalto,Oulu,SKP,60,,muurari,Vihervasemmisto,-1.556630986,-0.28238358,0.369834449,1.227946934
Juri Bespalov,Oulu,SKP,37,,insinööri,Demarit,-0.960513948,0.903725493,-0.181138778,0.735904181
Tuukka Koirikivi,Oulu,SKP,24,http://www.tuukkak.blogspot.com,Ylioppilas,Vihervasemmisto,-1.471418639,-0.052812231,0.688466218,1.525478735
Jonas Kettunen,Oulu,SKP,31,https://skpoulunpiiri.wordpress.com/eduskuntavaalit-2015/,Ammatillinen perustutkinto,Vihervasemmisto,-1.109705752,-0.314051401,0.630419633,1.278044763
Vilho Juntunen,Oulu,SKP,61,http://www.facebook.com/groups/VilhoJuntunen.SKPOulunvaalipiiri/members,alempi korkeakoulu & tekninen opisto,Vihervasemmisto,-1.589034443,0.116146389,-0.585572734,1.093556094
Markku Eilola-Jokivirta,Oulu,Vasemmistoliitto,44,http://eilola-jokivirta.blogspot.fi/,Lukio & ammattikoulu,Demarit,-0.741505855,0.865092036,-0.469381486,-0.229457954
Paavo Heinonen,Oulu,Vasemmistoliitto,36,http://www.paavoheinonen.fi,Ylempi korkeakoulututkinto,Vihervasemmisto,-1.169580953,-0.995875437,-0.180111532,0.733900232
Kari Honkala,Oulu,Vasemmistoliitto,52,http://www.ehdokas.vasemmisto.fi/karihonkala/,KM,Demarit,-0.91584959,-0.251730886,-0.616563668,0.742771515
Katja Hänninen,Oulu,Vasemmistoliitto,35,http://katjahanninen.fi,yo-merkonomi,Vihervasemmisto,-1.644669814,-0.685630114,0.162231684,1.50890135
Sari Janatuinen,Oulu,Vasemmistoliitto,45,http://www.janatuisensari.com,opistoasteen koulutus,Demarit,-0.990142052,-0.532517359,0.336661858,0.58291142
Risto Kalliorinne,Oulu,Vasemmistoliitto,43,http://www.ristokalliorinne.fi,ammattikorkeakoulu AMK,Demarit,-1.497535764,-0.453865112,-0.102590831,0.505265043
Jari-Pekka Kanniainen,Oulu,Vasemmistoliitto,30,http://www.ehdokas.vasemmisto.fi/kanniainen,Sosionimi (AMK) & alempi korkeakoulututkinto,Vihervasemmisto,-1.326341066,-0.703293004,0.932625596,1.520972253
Miikka Kortelainen,Oulu,Vasemmistoliitto,21,http://www.miikkakortelainen.fi,Lähihoitaja & sairaanhoitajaopiskelija,Demarit,-1.084552256,-0.01238671,0.531647453,0.152189049
Sari Kyllönen,Oulu,Vasemmistoliitto,42,http://www.sarikyllonen.blogspot.fi,toisen asteen koulutu,Demarit,-1.150500173,-0.425964078,0.505034174,0.684098796
Taina Matero,Oulu,Vasemmistoliitto,55,,ammattikorkeakoulu,Vihervasemmisto,-1.540227362,-0.898625032,-0.06533129,0.823560834
Auri Niskanen,Oulu,Vasemmistoliitto,31,http://www.melodioso.net,Korkeakoulu,Demarit,-0.753110627,0.286566928,-1.666568565,1.038671095
Veli Paasimaa,Oulu,Vasemmistoliitto,48,,Rakennusalan Ammattikoulutus,Demarit,-1.14823503,0.096976743,0.240937442,-0.248048309
Sannamari Sala,Oulu,Vasemmistoliitto,47,http://www.ehdokas.sannamarisala.vasemmisto.fi,Lastentarhanopettaja,Vihervasemmisto,-1.319088102,-1.003566087,-0.018007461,1.071773909
Hanna Sarkkinen,Oulu,Vasemmistoliitto,27,http://www.hannasarkkinen.fi,Filosofian maisteri,Vihervasemmisto,-1.301312599,-0.748087994,-0.031022096,0.905444884
Pinja Toivanen,Oulu,Vasemmistoliitto,39,http://www.pinjatoivanen.com,ylioppilas & ammattikoulu & ammattikorkeakoulu,Demarit,-1.062338679,0.27662069,0.178781009,-0.424748444
Jenni Pitko,Oulu,Vihreät,28,http://www.jennipitko.fi,Arkkitehti,Viherliberaalit,-1.104871744,-1.13306628,0.030520495,1.224469787
Latekoe Lawson Hellu,Oulu,Vihreät,52,http://www.latekoelawsonhellu.net,Tietoliikenneinsinööri (AMK),Viherliberaalit,-0.840012179,-1.051209646,0.602382072,1.433134304
Sirkka Timonen,Oulu,Vihreät,55,http://wwwhenkilot.vihreat.fi/sirkka.timonen/,keskiaste,Kansalliskonservatiivit,-0.059344047,0.720301395,-0.244572322,0.565959655
Kati Kaarlejärvi,Oulu,Vihreät,37,http://www.kaarlejarvi.com,Ylempi ammattikorkeakoulututkinto. Sosionomi (ylempi AMK) & sosiaalialan opettaja,Viherliberaalit,-0.258701911,-0.936841271,-0.13599732,1.101093874
Silja Keränen,Oulu,Vihreät,31,http://siljakeranen.fi,Ylempi korkeakoulututkinto,Viherliberaalit,-0.557098697,-1.099407493,0.461745534,1.328145013
Mika Flöjt,Oulu,Vihreät,40,http://wwwhttp://www.mikaflojt.fi/,YTM / kansainväliset suhteet ja politiikka,Kansalliskonservatiivit,0.062828211,-0.282724416,-0.011172031,0.105514326
Janne Hakkarainen,Oulu,Vihreät,27,http://www.jannehakkarainen.fi,Humanististen tieteiden kandidaatti,Viherliberaalit,-0.760886165,-0.759586431,1.393264445,1.503489926
Aila Paaso,Oulu,Vihreät,61,http://henkilot.vihreat.fi/aila.paaso/,kasvatustieteen tohtori,Viherliberaalit,-0.580203738,-0.014907423,0.998962112,1.019036611
Samu Forsblom,Oulu,Vihreät,40,http://www.samuforsblom.fi,Musiikin maisteri & kasvatustieteen kandidaatti,Viherliberaalit,0.243310274,-1.239328149,-0.207020851,1.027699336
Maarit Sihvonen,Oulu,Vihreät,,http://www.maaritsihvonen.fi,Fysioterapeutti & fMBA,Oikeisto,0.853178915,-0.144104078,0.210086135,0.067362254
Veli-Matti Antila,Pirkanmaa,Kristillisdemokraatit,53,http://velimattiantila.ehdolla.fi/,Toisen asteen koulutus,Kansalliskonservatiivit,0.052284696,1.202852911,-1.900605534,0.182665423
Riitta Haapala,Pirkanmaa,Kristillisdemokraatit,49,http://www.riittahaapala.com,Turun Yliopisto &LTO Ammattikorkeakoulu & TAOKK & Opettajana pedagog.opinnot,Demarit,-0.570452358,0.364774979,-0.959162995,-0.224466608
Marika Hakola,Pirkanmaa,Kristillisdemokraatit,36,https://hakolamarika.wordpress.com/,merkonomi ja lasten ja nuorten erityisohjaaja,Kansalliskonservatiivit,0.007337759,1.040060441,-1.482429215,-0.040708592
Timo Keskinen,Pirkanmaa,Kristillisdemokraatit,51,http://www.timokeskinen.fi,Yliopisto,Kansalliskonservatiivit,0.762008845,0.033464205,-0.95336972,-1.306837943
Katja-Johanna Korpela,Pirkanmaa,Kristillisdemokraatit,43,http://www.katjakorpela.com,ammattitutkinto,Kansalliskonservatiivit,0.205572019,-0.150829653,-0.238241533,0.163507688
Riitta Kuismanen,Pirkanmaa,Kristillisdemokraatit,56,http://www.riittakuismanen.fi,ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.346618759,0.839642914,-1.326672106,-0.066607108
Tarvo Laakso,Pirkanmaa,Kristillisdemokraatit,59,,Teol. kand.,Kansalliskonservatiivit,0.676769831,0.546103218,-1.475960198,-0.311945112
Tommi Meronen,Pirkanmaa,Kristillisdemokraatit,32,http://www.tommimeronen.fi,,Kansalliskonservatiivit,0.898876017,0.965996918,-0.547360912,-0.767491363
Repe Mäensivu,Pirkanmaa,Kristillisdemokraatit,27,,Tekniikan ylioppilas,Kansalliskonservatiivit,0.946925201,0.940521952,-0.439496125,-0.630345507
Leena Rauhala,Pirkanmaa,Kristillisdemokraatit,73,http://www.leenarauhala.fi,ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.276362449,0.589816794,-1.613263905,0.029269022
Satu Sipilä,Pirkanmaa,Kristillisdemokraatit,58,http://www.satusipila.net,Opisto/ammattikorkeakoulu,Kansalliskonservatiivit,0.0149682,-0.198741238,-1.509386144,0.646774028
Mikko Alatalo,Pirkanmaa,Keskusta,63,http://www.facebook.com/AlataloEduskunnassa,yht. kand.,Kansalliskonservatiivit,-0.095721624,0.139094158,-0.767792623,-0.356265894
Pertti Hakanen,Pirkanmaa,Keskusta,46,http://www.perttihakanen.fi,opisto,Kansalliskonservatiivit,0.807263894,0.765900085,-0.387781769,-0.124629624
Teuvo Hakanen,Pirkanmaa,Keskusta,51,http://www.teuvohakanen.fi,Toisen asteen koulutus,Oikeisto,1.559534705,0.4657864,-0.088226512,-1.619081347
Timo Hanhilahti,Pirkanmaa,Keskusta,60,http://www.timohanhilahti.fi,Yliopistotutkinto,Oikeisto,0.939995182,-0.310464441,0.428725373,-0.660126324
Hanna Holma,Pirkanmaa,Keskusta,37,http://www.hannaholma.com,Sosiaali- ja terveysalan yrittäjä,Kansalliskonservatiivit,0.661089681,0.166275925,-1.280227253,0.08142155
Kalle Kiili,Pirkanmaa,Keskusta,32,http://www.kallellaan.com,Insinööri (AMK),Viherliberaalit,0.386167477,0.233515978,0.165479278,0.711482137
Laila Koskela,Pirkanmaa,Keskusta,66,,opistotaso,Kansalliskonservatiivit,0.334858608,0.27869461,-1.4260438,-0.670574067
Juha Kuisma,Pirkanmaa,Keskusta,59,http://www.juhakuisma.fi,tal.kand.,Kansalliskonservatiivit,0.662852996,-0.603221589,-0.590494596,0.596694253
Pilvi Kärkelä,Pirkanmaa,Keskusta,43,http://www.pilvikarkela.fi,merkonomi & opistotaso,Kansalliskonservatiivit,1.13953383,0.110373232,-1.728592584,-0.296259216
Monica Lamberg,Pirkanmaa,Keskusta,25,http://www.monicalamberg.fi,YTK,Viherliberaalit,-0.046387738,-0.37272996,0.673024309,0.57545559
Ari Lamminmäki,Pirkanmaa,Keskusta,56,http://www.lamminmaki.fi/vaalit,opisto,Kansalliskonservatiivit,1.096544589,0.648345528,-0.888371351,-1.533245501
Santeri Lampi,Pirkanmaa,Keskusta,25,http://www.santerilampi.fi,YTK,Oikeisto,0.89570601,-0.694951808,0.220522854,0.298695755
Raija Moilanen,Pirkanmaa,Keskusta,,http://www-raijamoilanen.fi,opistotaso,Kansalliskonservatiivit,0.468362635,-0.101636728,-1.364359482,-0.310673286
Marjo Mäkinen-Aakula,Pirkanmaa,Keskusta,50,http://www.marjoeduskuntaan.fi,yliopisto,Kansalliskonservatiivit,0.264397803,-0.530981716,0.207481107,-0.274723736
Jouni Ovaska,Pirkanmaa,Keskusta,28,http://www.jouniovaska.fi,Luokanopettaja & kasvatustieteen maisteri,Kansalliskonservatiivit,0.284874199,-0.215621242,1.117537149,-0.661692281
Arto Pirttilahti,Pirkanmaa,Keskusta,52,http://www.artopirttilahti.fi,Agrologi & opisto & yo,Kansalliskonservatiivit,1.03378043,0.166451609,-0.134004854,0.073574458
Minna Sarvijärvi,Pirkanmaa,Keskusta,47,http://www.minnasarvijarvi.fi,KM & luokanopettaja,Kansalliskonservatiivit,0.702752069,0.562563328,-1.148992384,-1.426792153
Olli-Pekka Tuomi,Pirkanmaa,Keskusta,49,http://www.olli-pekkatuomi.com,Ylioppilas & puutarhuri,Kansalliskonservatiivit,0.682399521,0.326665352,-0.27970552,-0.332534003
Timo Vuohensilta,Pirkanmaa,Keskusta,59,http://www.timovuohensilta.fi,Ammatillinen koulutus,Oikeisto,1.189148069,0.65686176,0.806823595,-1.43735655
Jari Haapaniemi,Pirkanmaa,Kokoomus,43,http://www.jarihaapaniemi.net,Yo merkonomi,Oikeisto,1.903383717,0.092095398,0.414291057,-0.733418384
Matti Helin,Pirkanmaa,Kokoomus,46,http://www.mattihelin.fi,Valtiotiet & tri & teol.maist,Oikeisto,1.285501435,-1.297827089,-0.227260433,0.112000394
Harri Jaskari,Pirkanmaa,Kokoomus,51,http://www.harrijaskari.fi,Hallintotieteiden lisensiaatti,Oikeisto,1.955691272,-1.12568627,0.764305773,-0.435201803
Aleksi Jäntti,Pirkanmaa,Kokoomus,41,http://www.aleksijantti.fi,Ylempi korkeakoulututkinto,Oikeisto,1.494758172,-0.52662321,-0.486682568,-0.344040909
Pauli Kiuru,Pirkanmaa,Kokoomus,52,http://www.paulikiuru.fi,FM & MBA,Oikeisto,1.276989685,-0.037584355,0.324750756,-0.482956047
Marko Kivi,Pirkanmaa,Kokoomus,42,http://www.markokivi.fi,Keski-asteen tutkinto,Oikeisto,1.869599928,-0.293439754,0.544482544,-1.573751351
Aleksi Kopponen,Pirkanmaa,Kokoomus,31,http://www.kopponen.fi/,Ylempi korkeakoulututkinto,Oikeisto,1.611066592,-0.455915119,0.786778253,-1.617799636
Leena Kostiainen,Pirkanmaa,Kokoomus,49,http://www.leenakostiainen.fi,Kasvatustieteen maisteri,Oikeisto,1.576230541,-1.452506345,-0.526069144,-0.342547208
Nea Lehmussaari,Pirkanmaa,Kokoomus,21,http://www.nealehmussaari.fi,Ammattikoulu & Ammattikorkea-opiskelija,Oikeisto,1.817285251,0.850876317,0.819471908,-1.092967506
Katja Luojus,Pirkanmaa,Kokoomus,44,http://www.katjaluojus.fi,Ylin korkeakoulututkinto & tohtori,Oikeisto,1.465705981,-0.235777742,0.658412901,-0.795334995
Jouni Markkanen,Pirkanmaa,Kokoomus,27,http://www.jounimarkkanen.fi,Kauppatieteiden kandidaatti,Oikeisto,1.205100041,-0.60361496,0.989879907,-0.528749047
Mika Ollila,Pirkanmaa,Kokoomus,53,,Ylempi korkeakoulututkinto & oikeustieteen kandidaatti & varatuomari,Oikeisto,1.435355039,-0.047524261,0.394465152,-0.243253092
Kirsi Parhankangas,Pirkanmaa,Kokoomus,47,http://www.kirsiparhankangas.fi,Toisen asteen koulutus,Oikeisto,2.11167789,-0.887542514,0.565745092,0.72664447
Seppo Parkkila,Pirkanmaa,Kokoomus,48,http://seppoparkkila.fi,lääketieteen tohtori & erikoislääkäri,Oikeisto,1.514716307,-0.30051022,-1.204358111,-0.565345085
Kimmo Sasi,Pirkanmaa,Kokoomus,63,http://www.kimmosasi.net,ylempi korkeakoulututkinto OTK,Oikeisto,1.788208286,-0.877681238,-0.029321425,-0.756342907
Arto Satonen,Pirkanmaa,Kokoomus,48,http://www.satonen.fi/,Yhteiskuntatieteiden maisteri,Oikeisto,1.679263107,-0.114808693,-0.321856186,-1.541558919
Sirpa Seppä,Pirkanmaa,Kokoomus,50,http://www.sirpaseppa.fi,Kauppatieteiden maisteri & MBA,Oikeisto,2.153122974,-0.903455473,0.77550205,-0.48069276
Sofia Vikman,Pirkanmaa,Kokoomus,31,http://www.sofiavikman.fi/,YTM,Oikeisto,1.58962032,-0.350183503,0.723281907,-0.755077765
Oula Lintula,Pirkanmaa,Muutos 2011,35,http://www.oulalintula.fi/,tekn. yo,Oikeisto,1.014555367,0.86278429,1.913250462,-1.526647379
Antti Moisander,Pirkanmaa,Muutos 2011,21,http://www.anttimoisander.wordpress.com,,Kansalliskonservatiivit,-0.610967576,1.503753679,0.556247544,-1.171279274
Tero Ahlqvist,Pirkanmaa,Perussuomalaiset,48,http://www.perustero.fi,Diplomi-Insinööri,Kansalliskonservatiivit,0.679086093,1.78274541,-0.230653056,-0.931218965
Kirsi-Maarit Asplund,Pirkanmaa,Perussuomalaiset,49,http://www.kirsimaaritasplund.com,Ylioppilas & Kaupallinen koulutus & LKV,Kansalliskonservatiivit,-0.567773758,1.599372239,-0.859764649,-1.689821568
Tiina Elovaara,Pirkanmaa,Perussuomalaiset,28,http://www.tiinaelovaara.fi,kasvatustieteen ylioppilas,Kansalliskonservatiivit,-0.367603518,1.035629833,0.477557464,-0.148242185
Terhi Kiemunki,Pirkanmaa,Perussuomalaiset,48,http://www.terhikiemunki.fi,Keskiaste,Kansalliskonservatiivit,0.20532273,1.983549526,-0.779057519,-2.086224325
Mika Laakso,Pirkanmaa,Perussuomalaiset,37,,Peruskoulu,Kansalliskonservatiivit,0.174658954,0.784665567,-0.211948584,-1.698577394
Heikki Luoto,Pirkanmaa,Perussuomalaiset,45,http://www.heikkiluoto.fi,Tekn. yo,Kansalliskonservatiivit,0.716123566,1.749184043,-0.628012961,-1.313809551
Lea Mäkipää,Pirkanmaa,Perussuomalaiset,67,,merkonomi,Kansalliskonservatiivit,-0.049322049,1.006144547,-1.210457359,-1.20677191
Martti Mölsä,Pirkanmaa,Perussuomalaiset,63,http://www.marttimölsä.fi,Opisto,Kansalliskonservatiivit,0.697683826,1.367787003,-1.465187777,-0.845964373
Veijo Niemi,Pirkanmaa,Perussuomalaiset,60,http://www.veijoniemi.fi,Ylioppilas & poliisialipäällystön virkatutkinto,Kansalliskonservatiivit,0.681680224,0.002290023,-0.046052353,-0.368126655
Mikko Nurmo,Pirkanmaa,Perussuomalaiset,37,http://www.mikkonurmo.fi,AMK,Kansalliskonservatiivit,-0.104642184,1.930087985,0.044739446,-0.735576773
Sakari Puisto,Pirkanmaa,Perussuomalaiset,38,http://www.sakaripuisto.fi,Filosofian tohtori,Oikeisto,1.459777665,1.127585914,0.0833528,-1.156949525
Jaana Ristimäki-Anttila,Pirkanmaa,Perussuomalaiset,52,http://jaana.ristimaki-anttila.ehdolla.fi/,Alempi korkeakoulu,Kansalliskonservatiivit,0.015029432,1.2537522,-0.765658295,-0.216680956
Sami Savio,Pirkanmaa,Perussuomalaiset,39,http://www.samisavio.net,Ylempi korkeakoulututkinto,Kansalliskonservatiivit,1.2304688,1.06856421,-0.440038519,-0.936528892
Seppo Silvennoinen,Pirkanmaa,Perussuomalaiset,55,http://www.sepposilvennoinen.fi,Tampereen kaupunginvaltuutettu & kansainvälisten projektien päällikkö & teknikko & ammattijohtaja,Kansalliskonservatiivit,-0.170368445,1.495258858,-0.5994739,-2.22369689
Timo Tukia,Pirkanmaa,Perussuomalaiset,52,http://www.perustimo.fi,AMK Agrologi,Kansalliskonservatiivit,0.695796549,1.379797336,-0.980496797,-1.931932831
Harri Vuorenpää,Pirkanmaa,Perussuomalaiset,32,http://www.harrivuorenpaa.fi,Liiketalouden ylempi AMK-tutkinto (Yrittäjyys ja liiketoimintaosaaminen),Kansalliskonservatiivit,0.430986592,1.509819567,0.232307858,-1.516858157
Jussi Ahonen,Pirkanmaa,SDP,33,http://www.jussiahonen.fi,korkeakoulu,Demarit,-1.153236558,0.671624183,1.165415043,-0.701509848
Marko Asell,Pirkanmaa,SDP,44,http://www.asell.fi,Liikunnanohjaaja AMK & talonrakentajan tutkinto,Demarit,-0.601311128,0.968538853,-0.43650328,-0.151414219
Jukka Gustafsson,Pirkanmaa,SDP,68,,Yhteiskuntatieteiden maisteri,Demarit,-1.167649509,-0.07926798,-1.606684107,0.258535757
Keijo Kaleva,Pirkanmaa,SDP,66,http://www.keijokaleva.fi,Ammattikoulu,Demarit,-0.89097687,0.191604946,-0.799620865,-0.140150272
Petri Karisma,Pirkanmaa,SDP,47,http://www.petrikarisma.net,Diplomi-insinööri,Oikeisto,1.03856866,-0.614149452,1.324803513,-1.010758637
Hanna Laine,Pirkanmaa,SDP,42,http://www.hannalaine.fi,ammatillinen perustutkinto,Demarit,-0.827265219,0.344486182,0.132238567,0.148601783
